"RSVCODE","RUIT_COORD","frequentSpecies","topThreeSpecies","forestType"
1,"I06","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"I08","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"I13","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"J02","Quercus robur","Quercus robur, Pinus sylvestris, Rhamnus cathartica","Mixed"
1,"J06","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"J08","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"J09","Quercus robur","Quercus robur, Betula pendula","Deciduous"
1,"J10","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"J12","Quercus robur","Fagus sylvatica, Quercus robur, Betula pendula","Deciduous"
1,"K03","Quercus robur","Quercus robur, Pinus sylvestris","Mixed"
1,"K06","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"K09","Quercus robur","Quercus robur, Betula pendula","Deciduous"
1,"K13","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"L02","Quercus robur","Quercus robur, Pinus sylvestris, Rhamnus cathartica","Mixed"
1,"L06","Quercus robur","Quercus robur, Betula pendula, Sorbus aucuparia","Deciduous"
1,"L08","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"L10","Quercus robur","Quercus robur, Betula pendula","Deciduous"
1,"L12","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"L13","Quercus robur","Fagus sylvatica, Quercus robur, Betula pendula","Deciduous"
1,"M03","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"M07","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"M08","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"M09","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"N02","Quercus robur","Quercus robur, Pinus sylvestris, Rhamnus cathartica","Mixed"
1,"N10","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"N12","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"N13","Quercus robur","Quercus robur, Alnus glutinosa, Betula pendula","Deciduous"
1,"O03","No dominant species","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"O07","Quercus robur","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
1,"O09","No dominant species","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
1,"P02","Quercus robur","Quercus robur, Betula pendula, Rhamnus cathartica","Deciduous"
